driver_id,lat,lon,battery,timestamp,archived_at
DRV_002,48.856521,2.342431,97,1771685079,2026-02-21T14:47:35.762955
DRV_001,48.84728,2.352816,70,1771685084,2026-02-21T14:47:35.776218
DRV_002,48.853098,2.346542,26,1771685084,2026-02-21T14:47:35.805814
DRV_001,48.849812,2.353522,38,1771685089,2026-02-21T14:47:35.858475
DRV_002,48.853046,2.34524,74,1771685089,2026-02-21T14:47:35.878505
DRV_001,48.845453,2.357034,55,1771685094,2026-02-21T14:47:35.890173
DRV_002,48.856575,2.346532,100,1771685094,2026-02-21T14:47:35.919172
DRV_001,48.843726,2.354439,34,1771685100,2026-02-21T14:47:35.935195
DRV_002,48.858722,2.35152,56,1771685100,2026-02-21T14:47:35.967229
DRV_001,48.845406,2.358893,37,1771685105,2026-02-21T14:47:35.979386
DRV_002,48.862201,2.354551,67,1771685105,2026-02-21T14:47:36.005348
DRV_001,48.846719,2.355379,99,1771685110,2026-02-21T14:47:36.030865
DRV_002,48.864074,2.356398,55,1771685110,2026-02-21T14:47:36.042313
DRV_001,48.849733,2.357974,78,1771685115,2026-02-21T14:47:36.057633
DRV_002,48.866407,2.359394,50,1771685115,2026-02-21T14:47:36.117646
DRV_001,48.854112,2.357359,91,1771685120,2026-02-21T14:47:36.130646
DRV_002,48.869866,2.356079,73,1771685120,2026-02-21T14:47:36.163056
DRV_001,48.853168,2.357384,90,1771685125,2026-02-21T14:47:36.200311
DRV_002,48.872368,2.35974,40,1771685125,2026-02-21T14:47:36.209938
DRV_001,48.85192,2.353504,33,1771685130,2026-02-21T14:47:36.240730
DRV_002,48.868257,2.356999,47,1771685130,2026-02-21T14:47:36.268100
DRV_001,48.847505,2.35265,52,1771685135,2026-02-21T14:47:36.286774
DRV_002,48.865923,2.360066,24,1771685135,2026-02-21T14:47:36.451798
DRV_001,48.848457,2.351644,85,1771685140,2026-02-21T14:47:36.544400
DRV_002,48.868691,2.359763,43,1771685140,2026-02-21T14:47:36.595030
DRV_001,48.847103,2.346777,38,1771685145,2026-02-21T14:47:36.611207
DRV_002,48.871191,2.355977,44,1771685145,2026-02-21T14:47:36.637253
DRV_001,48.844247,2.342521,34,1771685150,2026-02-21T14:47:36.667854
DRV_002,48.874521,2.351765,75,1771685150,2026-02-21T14:47:36.688258
DRV_001,48.843463,2.345432,99,1771685155,2026-02-21T14:47:36.717073
DRV_002,48.872116,2.350868,29,1771685155,2026-02-21T14:47:36.781138
DRV_001,48.842906,2.341331,34,1771685160,2026-02-21T14:47:36.827300
DRV_002,48.875016,2.355636,54,1771685160,2026-02-21T14:47:36.880141
DRV_001,48.847476,2.341629,96,1771685165,2026-02-21T14:47:36.913317
DRV_002,48.873672,2.351553,49,1771685165,2026-02-21T14:47:36.941002
DRV_001,48.843362,2.340702,71,1771685170,2026-02-21T14:47:36.961961
DRV_002,48.875608,2.35529,81,1771685170,2026-02-21T14:47:36.984276
DRV_001,48.845125,2.34191,30,1771685175,2026-02-21T14:47:36.997779
DRV_002,48.879174,2.35238,41,1771685175,2026-02-21T14:47:37.019698
DRV_001,48.850017,2.341765,99,1771685180,2026-02-21T14:47:37.054776
DRV_002,48.875337,2.353006,27,1771685180,2026-02-21T14:47:37.082070
DRV_001,48.845304,2.34269,24,1771685185,2026-02-21T14:47:37.096914
DRV_002,48.874508,2.357876,42,1771685185,2026-02-21T14:47:37.112577
DRV_001,48.842803,2.34526,50,1771685190,2026-02-21T14:47:37.131966
DRV_002,48.874068,2.358242,22,1771685190,2026-02-21T14:47:37.160107
DRV_001,48.844039,2.341066,83,1771685195,2026-02-21T14:47:37.220339
DRV_002,48.869295,2.357808,61,1771685196,2026-02-21T14:47:37.235369
DRV_001,48.840564,2.3421,28,1771685201,2026-02-21T14:47:37.286970
DRV_002,48.865851,2.352875,24,1771685201,2026-02-21T14:47:37.302685
DRV_001,48.835979,2.337764,33,1771685206,2026-02-21T14:47:37.313126
DRV_002,48.862651,2.356418,53,1771685206,2026-02-21T14:47:37.339087
DRV_001,48.837194,2.341378,86,1771685211,2026-02-21T14:47:37.377969
DRV_002,48.862074,2.358159,37,1771685211,2026-02-21T14:47:37.405379
DRV_001,48.840286,2.341622,68,1771685216,2026-02-21T14:47:37.418624
DRV_002,48.866456,2.362316,28,1771685216,2026-02-21T14:47:37.434355
DRV_001,48.838006,2.339063,44,1771685221,2026-02-21T14:47:37.447913
DRV_002,48.870231,2.363107,32,1771685221,2026-02-21T14:47:37.486928
DRV_001,48.833086,2.336414,100,1771685226,2026-02-21T14:47:37.542150
DRV_002,48.867696,2.365519,45,1771685226,2026-02-21T14:47:37.661824
DRV_001,48.829264,2.334653,50,1771685231,2026-02-21T14:47:37.694891
DRV_002,48.863344,2.364705,60,1771685231,2026-02-21T14:47:37.703931
DRV_001,48.830016,2.330421,39,1771685236,2026-02-21T14:47:37.713086
DRV_002,48.867982,2.36595,64,1771685236,2026-02-21T14:47:37.739331
DRV_001,48.833525,2.326768,90,1771685242,2026-02-21T14:47:37.912225
DRV_002,48.866976,2.36427,20,1771685242,2026-02-21T14:47:37.929273
DRV_001,48.829931,2.331656,97,1771685247,2026-02-21T14:47:38.005587
DRV_002,48.862111,2.362304,54,1771685247,2026-02-21T14:47:38.028968
DRV_001,48.834607,2.333019,73,1771685252,2026-02-21T14:47:38.038547
DRV_002,48.858884,2.361008,22,1771685252,2026-02-21T14:47:38.077276
DRV_003,48.846582,2.371654,7,1771685014,2026-02-21T14:47:38.097089
DRV_003,48.845649,2.371562,5,1771685019,2026-02-21T14:47:38.106173
DRV_003,48.844577,2.366656,14,1771685024,2026-02-21T14:47:38.122866
DRV_003,48.841951,2.362839,11,1771685029,2026-02-21T14:47:38.144883
DRV_003,48.837293,2.360064,14,1771685034,2026-02-21T14:47:38.178577
DRV_003,48.838773,2.363482,14,1771685039,2026-02-21T14:47:38.196520
DRV_003,48.838775,2.36692,6,1771685044,2026-02-21T14:47:38.215349
DRV_003,48.838279,2.363181,13,1771685049,2026-02-21T14:47:38.238456
DRV_003,48.836657,2.363279,10,1771685054,2026-02-21T14:47:38.256160
DRV_003,48.838751,2.366172,10,1771685059,2026-02-21T14:47:38.332078
DRV_003,48.842249,2.370609,13,1771685064,2026-02-21T14:47:38.415718
DRV_003,48.844531,2.373879,5,1771685069,2026-02-21T14:47:38.444208
DRV_003,48.846042,2.373458,12,1771685074,2026-02-21T14:47:38.483071
DRV_003,48.842938,2.377549,6,1771685079,2026-02-21T14:47:38.505365
DRV_003,48.844435,2.374536,13,1771685084,2026-02-21T14:47:38.519038
DRV_003,48.842835,2.370717,8,1771685089,2026-02-21T14:47:38.529222
DRV_003,48.840831,2.37206,8,1771685095,2026-02-21T14:47:38.544498
DRV_003,48.836681,2.375599,13,1771685100,2026-02-21T14:47:38.555952
DRV_003,48.838178,2.377774,12,1771685105,2026-02-21T14:47:38.572470
DRV_003,48.834569,2.3741,9,1771685110,2026-02-21T14:47:38.596321
DRV_003,48.830974,2.370683,5,1771685115,2026-02-21T14:47:38.618653
DRV_003,48.82761,2.371335,6,1771685120,2026-02-21T14:47:38.650303
DRV_003,48.825564,2.372888,7,1771685125,2026-02-21T14:47:38.708812
DRV_003,48.827193,2.373423,7,1771685130,2026-02-21T14:47:38.746144
DRV_003,48.823782,2.374373,11,1771685135,2026-02-21T14:47:38.789805
DRV_003,48.822433,2.376084,6,1771685140,2026-02-21T14:47:38.849846
DRV_003,48.825344,2.376968,9,1771685145,2026-02-21T14:47:39.043665
DRV_003,48.823792,2.376473,5,1771685150,2026-02-21T14:47:39.080568
DRV_003,48.825558,2.37226,10,1771685155,2026-02-21T14:47:39.100333
DRV_003,48.827332,2.374395,8,1771685160,2026-02-21T14:47:39.141141
DRV_003,48.825288,2.379221,10,1771685165,2026-02-21T14:47:39.201790
DRV_003,48.820412,2.375637,12,1771685170,2026-02-21T14:47:39.227793
DRV_003,48.823416,2.379799,5,1771685175,2026-02-21T14:47:39.239843
DRV_003,48.826109,2.37533,14,1771685180,2026-02-21T14:47:39.274237
DRV_003,48.823826,2.379967,8,1771685185,2026-02-21T14:47:39.368751
DRV_003,48.819157,2.380378,12,1771685190,2026-02-21T14:47:39.385293
DRV_003,48.820043,2.38445,11,1771685196,2026-02-21T14:47:39.564063
DRV_003,48.824084,2.38661,7,1771685201,2026-02-21T14:47:39.660305
DRV_003,48.828078,2.389356,6,1771685206,2026-02-21T14:47:39.715033
DRV_003,48.8313,2.390136,11,1771685211,2026-02-21T14:47:39.724235
DRV_003,48.826878,2.388429,8,1771685216,2026-02-21T14:47:39.734133
DRV_003,48.829967,2.386428,5,1771685221,2026-02-21T14:47:39.743011
DRV_003,48.826691,2.383342,6,1771685226,2026-02-21T14:47:39.752811
DRV_003,48.827624,2.38481,8,1771685231,2026-02-21T14:47:39.764533
DRV_003,48.830904,2.389629,8,1771685236,2026-02-21T14:47:39.773768
DRV_003,48.834353,2.390759,10,1771685242,2026-02-21T14:47:39.786260
DRV_003,48.838806,2.386811,14,1771685247,2026-02-21T14:47:39.795470
DRV_003,48.834123,2.384262,13,1771685252,2026-02-21T14:47:39.812999
DRV_001,48.832971,2.33214,79,1771685257,2026-02-21T14:47:39.885271
DRV_002,48.855885,2.360105,78,1771685257,2026-02-21T14:47:39.908209
DRV_003,48.838571,2.382316,13,1771685257,2026-02-21T14:47:39.951404
DRV_001,48.828617,2.336675,89,1771685262,2026-02-21T14:47:42.399158
DRV_002,48.857929,2.358221,89,1771685262,2026-02-21T14:47:42.467259
DRV_003,48.838352,2.385093,11,1771685262,2026-02-21T14:47:42.499302
DRV_001,48.831188,2.337096,45,1771685267,2026-02-21T14:47:47.534559
DRV_002,48.853973,2.354309,33,1771685267,2026-02-21T14:47:47.576386
DRV_003,48.839914,2.38104,12,1771685267,2026-02-21T14:47:47.614436
DRV_001,48.826583,2.338071,78,1771685272,2026-02-21T14:47:52.616163
DRV_003,48.841717,2.378846,7,1771685272,2026-02-21T14:47:52.776695
DRV_002,48.855092,2.354358,42,1771685272,2026-02-21T14:47:52.791235
DRV_001,48.827181,2.336617,64,1771685277,2026-02-21T14:47:57.798744
DRV_002,48.85612,2.351531,95,1771685277,2026-02-21T14:47:57.833531
DRV_003,48.841556,2.374316,5,1771685277,2026-02-21T14:47:57.870327
DRV_001,48.831175,2.333719,58,1771685282,2026-02-21T14:48:02.947928
DRV_002,48.855304,2.347651,20,1771685282,2026-02-21T14:48:02.999509
DRV_003,48.844398,2.36998,9,1771685283,2026-02-21T14:48:03.024101
DRV_001,48.834589,2.336088,64,1771685288,2026-02-21T14:48:08.051274
DRV_003,48.841078,2.370669,10,1771685288,2026-02-21T14:48:08.081053
DRV_002,48.850782,2.34436,44,1771685288,2026-02-21T14:48:08.095055
DRV_001,48.834984,2.332342,68,1771685293,2026-02-21T14:48:13.106651
DRV_003,48.840393,2.36721,10,1771685293,2026-02-21T14:48:13.134835
DRV_002,48.848575,2.344403,53,1771685293,2026-02-21T14:48:13.149773
DRV_001,48.839246,2.33582,53,1771685298,2026-02-21T14:48:18.144573
DRV_002,48.851118,2.340854,57,1771685298,2026-02-21T14:48:18.195479
DRV_003,48.837939,2.368675,13,1771685298,2026-02-21T14:48:18.477817
DRV_001,48.843545,2.332352,63,1771685304,2026-02-22T12:36:09.489822
DRV_002,48.846513,2.341423,69,1771685304,2026-02-22T12:36:09.501073
DRV_001,48.848209,2.329107,97,1771685309,2026-02-22T12:36:09.525449
DRV_002,48.84506,2.34582,51,1771685309,2026-02-22T12:36:09.537371
DRV_001,48.847133,2.327826,72,1771685314,2026-02-22T12:36:09.549701
DRV_002,48.847961,2.34506,95,1771685314,2026-02-22T12:36:09.564014
DRV_001,48.846974,2.328504,65,1771685319,2026-02-22T12:36:09.580608
DRV_002,48.847247,2.341037,95,1771685319,2026-02-22T12:36:09.589107
DRV_001,48.848455,2.325718,20,1771685324,2026-02-22T12:36:09.599635
DRV_002,48.852081,2.339018,38,1771685324,2026-02-22T12:36:09.611854
DRV_001,48.850355,2.32867,62,1771685329,2026-02-22T12:36:09.624328
DRV_002,48.849871,2.33609,81,1771685329,2026-02-22T12:36:09.636463
DRV_001,48.854909,2.327095,95,1771685334,2026-02-22T12:36:09.651855
DRV_002,48.852107,2.339864,30,1771685334,2026-02-22T12:36:09.673612
DRV_001,48.853944,2.323845,23,1771685339,2026-02-22T12:36:09.684637
DRV_002,48.850021,2.338119,81,1771685339,2026-02-22T12:36:09.702317
DRV_001,48.85879,2.328188,32,1771685344,2026-02-22T12:36:09.721116
DRV_002,48.847877,2.33698,100,1771685344,2026-02-22T12:36:09.741174
DRV_001,48.862605,2.327711,67,1771685349,2026-02-22T12:36:09.753515
DRV_002,48.845817,2.333621,41,1771685349,2026-02-22T12:36:09.771670
DRV_001,48.866265,2.33122,27,1771685354,2026-02-22T12:36:09.788395
DRV_002,48.842156,2.330962,66,1771685354,2026-02-22T12:36:09.800332
DRV_001,48.863037,2.328155,86,1771685359,2026-02-22T12:36:09.814927
DRV_002,48.843566,2.329164,34,1771685359,2026-02-22T12:36:09.824594
DRV_001,48.858405,2.324479,33,1771685364,2026-02-22T12:36:09.835195
DRV_002,48.845224,2.32432,47,1771685364,2026-02-22T12:36:09.847749
DRV_001,48.859317,2.327871,76,1771685369,2026-02-22T12:36:09.857810
DRV_002,48.841443,2.322607,40,1771685369,2026-02-22T12:36:09.872170
DRV_001,48.858007,2.323356,58,1771685374,2026-02-22T12:36:09.884544
DRV_002,48.844535,2.325862,83,1771685374,2026-02-22T12:36:09.900165
DRV_001,48.861739,2.325266,31,1771685380,2026-02-22T12:36:09.918362
DRV_002,48.840698,2.321399,73,1771685380,2026-02-22T12:36:09.937239
DRV_001,48.857289,2.327543,99,1771685385,2026-02-22T12:36:09.993006
DRV_002,48.842649,2.321298,74,1771685385,2026-02-22T12:36:10.019850
DRV_001,48.855757,2.322576,56,1771685390,2026-02-22T12:36:10.040982
DRV_002,48.843003,2.325024,55,1771685390,2026-02-22T12:36:10.055958
DRV_001,48.859576,2.326875,21,1771685395,2026-02-22T12:36:10.082247
DRV_002,48.839273,2.327086,31,1771685395,2026-02-22T12:36:10.103667
DRV_001,48.858008,2.32454,100,1771685400,2026-02-22T12:36:10.120991
DRV_002,48.835545,2.322604,45,1771685400,2026-02-22T12:36:10.133392
DRV_001,48.85754,2.321994,41,1771685405,2026-02-22T12:36:10.155180
DRV_002,48.83514,2.321987,74,1771685405,2026-02-22T12:36:10.195555
DRV_001,48.859107,2.323526,29,1771685410,2026-02-22T12:36:10.256357
DRV_002,48.835386,2.319603,55,1771685410,2026-02-22T12:36:10.312893
DRV_001,48.856999,2.323071,57,1771685415,2026-02-22T12:36:10.325288
DRV_002,48.832432,2.320044,53,1771685415,2026-02-22T12:36:10.341827
DRV_001,48.853267,2.318685,54,1771685420,2026-02-22T12:36:10.363695
DRV_002,48.833006,2.315279,84,1771685420,2026-02-22T12:36:10.377323
DRV_001,48.850757,2.314614,86,1771685425,2026-02-22T12:36:10.418212
DRV_002,48.832201,2.312319,31,1771685425,2026-02-22T12:36:10.449361
DRV_001,48.848879,2.311065,46,1771685430,2026-02-22T12:36:10.473053
DRV_002,48.835796,2.316038,98,1771685430,2026-02-22T12:36:10.510901
DRV_001,48.844176,2.312532,25,1771685435,2026-02-22T12:36:10.561012
DRV_002,48.832181,2.314991,54,1771685435,2026-02-22T12:36:10.571728
DRV_001,48.846166,2.308594,66,1771685440,2026-02-22T12:36:10.605998
DRV_002,48.827894,2.310566,61,1771685440,2026-02-22T12:36:10.626255
DRV_001,48.841339,2.312509,43,1771685445,2026-02-22T12:36:10.653992
DRV_002,48.823343,2.309343,97,1771685445,2026-02-22T12:36:10.692356
DRV_001,48.840593,2.313801,30,1771685450,2026-02-22T12:36:10.723306
DRV_002,48.823989,2.30964,24,1771685450,2026-02-22T12:36:10.796373
DRV_001,48.836685,2.310222,45,1771685455,2026-02-22T12:36:10.855418
DRV_002,48.827762,2.306256,25,1771685455,2026-02-22T12:36:10.874749
DRV_001,48.83538,2.314209,89,1771685460,2026-02-22T12:36:10.885874
DRV_002,48.824423,2.303614,74,1771685460,2026-02-22T12:36:10.906240
DRV_001,48.833497,2.317647,88,1771685466,2026-02-22T12:36:10.933121
DRV_002,48.828449,2.300052,54,1771685466,2026-02-22T12:36:10.971166
DRV_001,48.834324,2.318274,34,1771685471,2026-02-22T12:36:11.039854
DRV_002,48.823757,2.303298,99,1771685471,2026-02-22T12:36:11.064797
DRV_001,48.83295,2.320354,70,1771685476,2026-02-22T12:36:11.092279
DRV_002,48.827524,2.303638,39,1771685476,2026-02-22T12:36:11.120307
DRV_001,48.829211,2.316143,72,1771685481,2026-02-22T12:36:11.141173
DRV_002,48.827018,2.303797,35,1771685481,2026-02-22T12:36:11.166197
DRV_001,48.826178,2.319507,72,1771685486,2026-02-22T12:36:11.191518
DRV_002,48.826918,2.304692,37,1771685486,2026-02-22T12:36:11.220095
DRV_001,48.827368,2.320528,67,1771685491,2026-02-22T12:36:11.242794
DRV_002,48.822112,2.302676,80,1771685491,2026-02-22T12:36:11.257500
DRV_001,48.83059,2.325305,31,1771685496,2026-02-22T12:36:11.273486
DRV_002,48.825807,2.307367,54,1771685496,2026-02-22T12:36:11.297527
DRV_001,48.829957,2.322929,83,1771685501,2026-02-22T12:36:11.318472
DRV_002,48.825972,2.310055,53,1771685501,2026-02-22T12:36:11.377059
DRV_001,48.825239,2.324015,85,1771685506,2026-02-22T12:36:11.421131
DRV_002,48.830592,2.307126,42,1771685506,2026-02-22T12:36:11.482964
DRV_001,48.829285,2.328732,42,1771685511,2026-02-22T12:36:11.502964
DRV_002,48.830545,2.307836,99,1771685511,2026-02-22T12:36:11.558616
DRV_001,48.831388,2.327399,88,1771685516,2026-02-22T12:36:11.636537
DRV_002,48.827959,2.304218,68,1771685516,2026-02-22T12:36:11.650163
DRV_001,48.83337,2.326856,53,1771685521,2026-02-22T12:36:11.677092
DRV_002,48.832127,2.301285,78,1771685521,2026-02-22T12:36:11.687727
DRV_001,48.838114,2.326013,49,1771685526,2026-02-22T12:36:11.711450
DRV_002,48.830248,2.300736,50,1771685526,2026-02-22T12:36:11.748344
DRV_001,48.841026,2.330572,23,1771685531,2026-02-22T12:36:11.775461
DRV_002,48.83191,2.300478,78,1771685531,2026-02-22T12:36:11.807573
DRV_001,48.845283,2.326178,23,1771685536,2026-02-22T12:36:11.882828
DRV_002,48.831658,2.303856,88,1771685536,2026-02-22T12:36:11.903373
DRV_001,48.84137,2.325663,46,1771685541,2026-02-22T12:36:11.921619
DRV_002,48.832693,2.300005,43,1771685541,2026-02-22T12:36:11.953575
DRV_001,48.844683,2.328958,99,1771685546,2026-02-22T12:36:11.963795
DRV_002,48.836034,2.297218,48,1771685546,2026-02-22T12:36:11.974263
DRV_001,48.846472,2.333514,81,1771685551,2026-02-22T12:36:12.038819
DRV_002,48.834493,2.30103,34,1771685551,2026-02-22T12:36:12.105399
DRV_001,48.844138,2.337964,64,1771685556,2026-02-22T12:36:12.184848
DRV_002,48.834408,2.304638,56,1771685557,2026-02-22T12:36:12.269741
DRV_001,48.845301,2.340491,97,1771685562,2026-02-22T12:36:12.282639
DRV_002,48.833455,2.299665,90,1771685562,2026-02-22T12:36:12.296893
DRV_001,48.850184,2.340843,97,1771685567,2026-02-22T12:36:12.306672
DRV_002,48.83305,2.296459,71,1771685567,2026-02-22T12:36:12.319626
DRV_001,48.853964,2.33885,57,1771685572,2026-02-22T12:36:12.334215
DRV_002,48.838025,2.295054,31,1771685572,2026-02-22T12:36:12.348407
DRV_001,48.852031,2.334957,64,1771685577,2026-02-22T12:36:12.361178
DRV_002,48.836966,2.295038,37,1771685577,2026-02-22T12:36:12.376904
DRV_001,48.851161,2.339697,25,1771685582,2026-02-22T12:36:12.389177
DRV_002,48.83926,2.290082,46,1771685582,2026-02-22T12:36:12.405888
DRV_001,48.848742,2.340006,58,1771685587,2026-02-22T12:36:12.416022
DRV_002,48.843041,2.285613,63,1771685587,2026-02-22T12:36:12.429476
DRV_001,48.849454,2.34315,72,1771685592,2026-02-22T12:36:12.449136
DRV_002,48.841887,2.286368,84,1771685592,2026-02-22T12:36:12.551457
DRV_001,48.853599,2.340661,50,1771685597,2026-02-22T12:36:12.618163
DRV_002,48.841627,2.290629,84,1771685597,2026-02-22T12:36:12.645851
DRV_001,48.856497,2.341592,63,1771685602,2026-02-22T12:36:12.658719
DRV_002,48.839149,2.290813,86,1771685602,2026-02-22T12:36:12.684529
DRV_001,48.854512,2.337909,52,1771685607,2026-02-22T12:36:12.708535
DRV_002,48.835124,2.291699,50,1771685607,2026-02-22T12:36:12.825938
DRV_001,48.85279,2.336967,30,1771685612,2026-02-22T12:36:12.889682
DRV_002,48.83758,2.292315,63,1771685612,2026-02-22T12:36:12.920142
DRV_001,48.850119,2.338593,47,1771685617,2026-02-22T12:36:12.939002
DRV_002,48.838394,2.294529,69,1771685617,2026-02-22T12:36:12.951016
DRV_001,48.848637,2.340139,34,1771685622,2026-02-22T12:36:12.967162
DRV_002,48.839257,2.298479,84,1771685622,2026-02-22T12:36:12.982357
DRV_001,48.85261,2.337541,66,1771685627,2026-02-22T12:36:13.050986
DRV_002,48.839752,2.296739,60,1771685627,2026-02-22T12:36:13.064936
DRV_001,48.85172,2.34002,51,1771685632,2026-02-22T12:36:13.076925
DRV_002,48.837002,2.294704,78,1771685632,2026-02-22T12:36:13.089287
DRV_001,48.84884,2.33645,95,1771685637,2026-02-22T12:36:13.102771
DRV_002,48.836672,2.29473,22,1771685637,2026-02-22T12:36:13.159799
DRV_001,48.852896,2.33593,48,1771685642,2026-02-22T12:36:13.188400
DRV_002,48.833284,2.293285,24,1771685642,2026-02-22T12:36:13.270477
DRV_001,48.850651,2.33776,90,1771685647,2026-02-22T12:36:13.287759
DRV_002,48.830743,2.290551,72,1771685647,2026-02-22T12:36:13.301227
DRV_001,48.847351,2.33719,27,1771685652,2026-02-22T12:36:13.322617
DRV_002,48.829924,2.286204,33,1771685652,2026-02-22T12:36:13.354156
DRV_001,48.847728,2.33999,39,1771685657,2026-02-22T12:36:13.375503
DRV_002,48.829221,2.284858,95,1771685657,2026-02-22T12:36:13.389716
DRV_001,48.847623,2.34039,70,1771685662,2026-02-22T12:36:13.426546
DRV_002,48.834198,2.288075,43,1771685662,2026-02-22T12:36:13.455264
DRV_001,48.847819,2.339126,95,1771685667,2026-02-22T12:36:13.472289
DRV_002,48.832033,2.29059,86,1771685667,2026-02-22T12:36:13.502602
DRV_001,48.848281,2.343994,68,1771685673,2026-02-22T12:36:13.552696
DRV_002,48.827113,2.290062,69,1771685673,2026-02-22T12:36:13.578491
DRV_001,48.849796,2.340622,36,1771685678,2026-02-22T12:36:13.636088
DRV_002,48.829409,2.286394,34,1771685678,2026-02-22T12:36:13.658933
DRV_001,48.854343,2.336484,81,1771685683,2026-02-22T12:36:13.692045
DRV_002,48.832191,2.286214,42,1771685683,2026-02-22T12:36:13.707351
DRV_001,48.852363,2.332387,82,1771685688,2026-02-22T12:36:13.732744
DRV_002,48.831271,2.284149,39,1771685688,2026-02-22T12:36:13.896163
DRV_001,48.855146,2.334252,99,1771685693,2026-02-22T12:36:13.953241
DRV_002,48.834351,2.280065,66,1771685693,2026-02-22T12:36:14.036011
DRV_001,48.857871,2.332846,64,1771685698,2026-02-22T12:36:14.049773
DRV_002,48.832304,2.282059,20,1771685698,2026-02-22T12:36:14.070028
DRV_001,48.861247,2.335209,27,1771685703,2026-02-22T12:36:14.083999
DRV_002,48.833728,2.277653,77,1771685703,2026-02-22T12:36:14.137786
DRV_001,48.857179,2.340098,45,1771685708,2026-02-22T12:36:14.164937
DRV_002,48.833749,2.280693,37,1771685708,2026-02-22T12:36:14.189556
DRV_001,48.854165,2.340549,30,1771685713,2026-02-22T12:36:14.239215
DRV_002,48.837556,2.279288,76,1771685713,2026-02-22T12:36:14.268252
DRV_001,48.850226,2.343768,85,1771685718,2026-02-22T12:36:14.285007
DRV_002,48.835512,2.281367,75,1771685718,2026-02-22T12:36:14.302479
DRV_001,48.855045,2.341865,77,1771685723,2026-02-22T12:36:14.316748
DRV_002,48.836886,2.278643,74,1771685723,2026-02-22T12:36:14.343960
DRV_001,48.850254,2.340317,30,1771685728,2026-02-22T12:36:14.373711
DRV_002,48.838086,2.279819,40,1771685728,2026-02-22T12:36:14.389388
DRV_001,48.850885,2.341612,66,1771685733,2026-02-22T12:36:14.403799
DRV_002,48.837969,2.283393,35,1771685733,2026-02-22T12:36:14.445334
DRV_001,48.847051,2.341538,42,1771685738,2026-02-22T12:36:14.519252
DRV_002,48.841025,2.286567,55,1771685738,2026-02-22T12:36:14.602689
DRV_001,48.84326,2.338901,96,1771685743,2026-02-22T12:36:14.672011
DRV_002,48.840907,2.285056,93,1771685743,2026-02-22T12:36:14.703780
DRV_001,48.84762,2.337519,58,1771685748,2026-02-22T12:36:14.766382
DRV_002,48.837732,2.281481,100,1771685748,2026-02-22T12:36:14.818566
DRV_001,48.847299,2.334658,47,1771685753,2026-02-22T12:36:14.838416
DRV_002,48.841753,2.284943,60,1771685753,2026-02-22T12:36:14.872437
DRV_001,48.846698,2.337278,43,1771685758,2026-02-22T12:36:15.020618
DRV_002,48.846741,2.287476,78,1771685758,2026-02-22T12:36:15.181833
DRV_001,48.848431,2.338394,67,1771685763,2026-02-22T12:36:15.298398
DRV_002,48.847127,2.286175,33,1771685763,2026-02-22T12:36:15.399826
DRV_001,48.852176,2.339952,44,1771685768,2026-02-22T12:36:15.495491
DRV_002,48.849335,2.286232,79,1771685768,2026-02-22T12:36:15.514303
